"Image_FileName_brightfield","Image_PathName_brightfield","Metadata_fld","Metadata_channel","Metadata_parent","Metadata_original","Metadata_zst"
"r01c07f05p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f05","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c07f05p07-ch1sk1fk1fl1","07"
"r01c08f01p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f01","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c08f01p07-ch1sk1fk1fl1","07"
"r01c08f02p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f02","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c08f02p07-ch1sk1fk1fl1","07"
"r01c08f03p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f03","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c08f03p07-ch1sk1fk1fl1","07"
"r01c08f04p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f04","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c08f04p07-ch1sk1fk1fl1","07"
"r01c08f05p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f05","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c08f05p07-ch1sk1fk1fl1","07"
"r01c09f01p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f01","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c09f01p07-ch1sk1fk1fl1","07"
"r01c09f02p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f02","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c09f02p07-ch1sk1fk1fl1","07"
"r01c09f03p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f03","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c09f03p07-ch1sk1fk1fl1","07"
"r01c09f04p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f04","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c09f04p07-ch1sk1fk1fl1","07"
"r01c09f05p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f05","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c09f05p07-ch1sk1fk1fl1","07"
"r01c10f01p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f01","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c10f01p07-ch1sk1fk1fl1","07"
"r01c10f02p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f02","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c10f02p07-ch1sk1fk1fl1","07"
"r01c10f03p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f03","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c10f03p07-ch1sk1fk1fl1","07"
"r01c10f04p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f04","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c10f04p07-ch1sk1fk1fl1","07"
"r01c10f05p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f05","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c10f05p07-ch1sk1fk1fl1","07"
"r01c11f01p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f01","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c11f01p07-ch1sk1fk1fl1","07"
"r01c11f02p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f02","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c11f02p07-ch1sk1fk1fl1","07"
"r01c11f03p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f03","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c11f03p07-ch1sk1fk1fl1","07"
"r01c11f04p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f04","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c11f04p07-ch1sk1fk1fl1","07"
"r01c11f05p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f05","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c11f05p07-ch1sk1fk1fl1","07"
"r01c12f01p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f01","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c12f01p07-ch1sk1fk1fl1","07"
"r01c12f02p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f02","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c12f02p07-ch1sk1fk1fl1","07"
"r01c12f03p07-ch1sk1fk1fl1.tiff","/home/ubuntu/bucket/inbox/000012045003__2018-09-28T20_42_19-Measurement_5/Images","f03","ch1","000012045003__2018-09-28T20_42_19-Measurement_5","r01c12f03p07-ch1sk1fk1fl1","07"
